##4113706,...2,...3
have,have,vh0
come,come,vvn
forward,forward,rl
and,and,cc
accused,accuse,vvd_vvn_jj@
Fine,fine,jj
",",",",y
but,but,ccb
one,one,pn1
has,have,vhz
since,since,rr@
said,say,vvn
he,he,pphs1
was,be,vbdz
not,not,xx
telling,tell,vvg
the,the,at
truth,truth,nn1
",",",",y
and,and,cc
authorities,authority,nn2
say,say,vv0
there,there,ex_rl
is,be,vbz
evidence,evidence,nn1
that,that,cst_dd1
undercuts,undercut,vvz
the,the,at
other,others,nn1@_jj
's,'s,ge
allegation,allegation,nn1
.,.,y
#,#,fo
Boeheim,boeheim,np1
",",",",y
67,67,mc
",",",",y
has,have,vhz
closed,close,vvn
the,the,at
team,team,nn1
's,'s,ge
practices,practice,nn2
",",",",y
conducting,conduct,vvg
them,them,ppho2
behind,behind,ii
orange-and-blue,orange-and-blue,jj
curtains,curtain,nn2
.,.,y
#,#,fo
NA,y,NA
This,this,dd1
has,have,vhz
obviously,obviously,rr
affected,affect,vvn
him,him,ppho1
.,.,y
It,it,pph1
certainly,certainly,rr
shook,shake,vvd
him,him,ppho1
early,early,rr
",",",",y
and,and,cc
I,i,ppis1
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
NA,y,NA
said,say,vvd
Jim,jim,np1
Satalin,NA,np1
",",",",y
a,a,at1
national,national,jj
director,director,nn1
for,for,if
Coaches,coach,nn2
vs,vs,ii
.,.,y
Cancer,cancer,nn1
",",",",y
a,a,at1
charitable,charitable,jj
effort,effort,nn1
Boeheim,boeheim,np1
has,have,vhz
supported,support,vvn
for,for,if
more,more,dar
than,than,csn
a,a,at1
decade,decade,nnt1
.,.,y
NA,y,NA
I,i,ppis1
think,think,vv0
it,it,pph1
's,be,vbz
a,a,at1
combination,combination,nn1
of,of,io
probably,probably,rr
everything,everything,pn1
",",",",y
and,and,cc
it,it,pph1
's,be,vbz
still,still,rr
hanging,hang,vvg
over,over,rp_ii
everything,everything,pn1
.,.,y
NA,y,NA
#,#,fo
Two,two,mc
months,month,nnt2
later,later,rrr
",",",",y
there,there,ex
's,be,vbz
not,not,xx
much,much,da1
discussion,discussion,nn1
in,in,ii
Syracuse,syracuse,np1
about,about,ii
the,the,at
case,case,nn1
.,.,y
A,a,at1
town,town,nn1
hall,hall,nn1
meeting,meeting,nn1
Thursday,thursday,npd1
night,night,nnt1
on,on,ii
sex,sex,nn1
abuse,abuse,nn1
was,be,vbdz
attended,attend,vvn
by,by,rp%_ii
about,about,ii_rg%
100,100,mc
people,people,nn
at,at,ii
a,a,at1
community,community,nn1
college,college,nn1
.,.,y
#,#,fo
Boeheim,boeheim,np1
has,have,vhz
vowed,vow,vvn
to,to,to
campaign,campaign,vvi
against,against,ii
child,child,nn1
abuse,abuse,nn1
through,through,ii
the,the,at
McMahon/Ryan,NA,np1
Child,child,nn1
Advocacy,advocacy,nn1
Center,center,nn1
in,in,ii
Syracuse,syracuse,np1
.,.,y
#,#,fo
NA,y,NA
It,it,pph1
's,be,vhz
been,be,vbn
a,a,at1
combination,combination,nn1
of,of,io
Jim,jim,np1
Boeheim,boeheim,np1
being,be,vbg
contrite,contrite,jj
and,and,cc
apologizing,apologize,vvg_nn1@
and,and,cc
making,make,vvg
an,a,at1
effort,effort,nn1
to,to,to
help,help,vvi
out,out,rp
the,the,at
McMahon/Ryan,NA,np1
house,house,nn1
and,and,cc
a,a,at1
cause,cause,nn1
like,like,ii
that,that,dd1
",",",",y
NA,y,NA
said,say,vvd
Brent,brent,np1
Axe,axe,nn1
",",",",y
a,a,at1
local,local,jj
sports,sport,nn2
talk,talk,vv0
radio,radio,nn1
host,host,nn1
.,.,y
NA,y,NA
And,and,cc
",",",",y
of,of,rr21
course,course,rr22
",",",",y
the,the,at
way,way,nn1
this,this,dd1
team,team,nn1
has,have,vhz
played,play,vvn
has,have,vhz
people,people,nn
thinking,think,vvg
more,more,rrr_dar
about,about,ii
that,that,dd1
.,.,y
The,the,at
Bernie,bernie,np1
Fine,fine,jj
story,story,nn1
has,have,vhz
cooled,cool,vvn
off,off,rp
.,.,y
There,there,ex
's,be,vhz
only,only,rr
been,be,vbn
a,a,at1
little,little,jj
information,information,nn1
here,here,rl
and,and,cc
there,there,rl
.,.,y
People,people,nn
do,do,vd0
n't,n't,xx
know,know,vvi
what,what,ddq
to,to,to
think,think,vvi
about,about,ii
that,that,dd1
story,story,nn1
anymore,anymore,rr
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
Orange,orange,nn1_jj
",",",",y
though,though,rr@
.,.,y
Syracuse,syracuse,np1
has,have,vhz
had,have,vhn
the,the,at
four,four,mc
largest,large,jjt
on-campus,on-campus,jj_nn1
crowds,crowd,nn2
in,in,ii
the,the,at
nation,nation,nn1
and,and,cc
the,the,at
Carrier,carrier,nn1
Dome,dome,nn1
box,box,nn1
office,office,nn1
has,have,vhz
extended,extend,vvn
its,its,appge
hours,hour,nnt2
because,because,ii21
of,of,ii22
surging,surge,vvg_jj@
sales,sales,nn
.,.,y
Murray,murray,np1
State,state,nn1
at,at,ii
19-0,19-0,mcmc
is,be,vbz
the,the,at
only,only,jj
other,other,jj
unbeaten,unbeaten,jj
team,team,nn1
in,in,ii
Division,division,nn1
I.,i,np1
#,#,fo
In,in,ii
November,november,npm1
",",",",y
with,with,iw
the,the,at
Jerry,jerry,np1
Sandusky,sandusky,np1
child,child,nn1
sex,sex,nn1
abuse,abuse,nn1
scandal,scandal,nn1
at,at,ii
Penn,penn,np1
State,state,nn1
still,still,rr
in,in,ii
the,the,at
headlines,headline,nn2
",",",",y
CBS,cbs,np1
Sports,sport,nn2
columnist,columnist,nn1
Gregg,gregg,np1
Doyel,doyel,np1
said,say,vvd
Syracuse,syracuse,np1
should,should,vm
fire,fire,vvi
Boeheim,boeheim,np1
",",",",y
who,who,pnqs
took,take,vvd
over,over,rp
at,at,ii
his,his,appge
alma,alma,nn121
mater,mater,nn122
in,in,ii
1976,1976,mc
.,.,y
Doyel,NA,nn1_vv0_np1@
is,be,vbz
now,now,rt
calling,call,vvg
him,him,ppho1
the,the,at
national,national,jj
coach,coach,nn1
of,of,io
the,the,at
year,year,nnt1
.,.,y
#,#,fo
NA,y,NA
Thank,thank,vv0
God,god,np1
they,they,pphs2
've,have,vh0
had,have,vhn
such,such,da
a,a,at1
great,great,jj
season,season,nnt1
",",",",y
NA,y,NA
Satalin,NA,np1
said,say,vvd
.,.,y
NA,y,NA
I,i,ppis1
think,think,vv0
he,he,pphs1
's,be,vhz
been,be,vbn
able,able,jk
to,to,to
keep,keep,vvi
his,his,appge
focus,focus,nn1
on,on,ii
that,that,dd1
.,.,y
I,i,ppis1
do,do,vd0
n't,n't,xx
think,think,vvi
there,there,ex
's,be,vbz
any,any,dd
question,question,nn1
that,that,cst
that,that,dd1
's,be,vbz
taken,take,vvn
the,the,at
focus,focus,nn1
off,off,ii21
of,of,ii22
a,a,at1
lot,lot,nn1
of,of,io
different,different,jj
things,thing,nn2
.,.,y
People,people,nn
are,be,vbr
looking,look,vvg
at,at,ii
this,this,dd1
as,as,ii_csa
the,the,at
possibility,possibility,nn1
of,of,io
being,be,vbg
a,a,at1
really,really,rr
special,special,jj
year,year,nnt1
.,.,y
#,#,fo
NA,y,NA
I,i,zz1%
ca,can,vm
n't,n't,xx
imagine,imagine,vvi
if,if,csw@_cs
they,they,pphs2
were,be,vbdr
10-10,10-10,mcmc
or,or,cc
something,something,pn1
.,.,y
The,the,at
feeling,feeling,nn1
would,would,vm
probably,probably,rr
be,be,vbi
a,a,rr21@
lot,lot,rr22
different,different,jj
.,.,y
NA,y,NA
#,#,fo
Boeheim,boeheim,np1
told,tell,vvd
his,his,appge
players,player,nn2
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
national,national,jj
champion,champion,nn1
.,.,y
#,#,fo
The,the,at
team,team,nn1
does,do,vdz
n't,n't,xx
have,have,vhi
a,a,at1
likely,likely,jj
NBA,nba,nn1
lottery,lottery,nn1
pick,pick,vv0_nn1@
on,on,ii
the,the,at
roster,roster,nn1
and,and,cc
only,only,rr
three,three,mc
players,player,nn2
are,be,vbr
scoring,score,vvg
in,in,ii_rp@
double,double,jj
figures,figure,nn2
",",",",y
none,none,pn
averaging,average,vvg
better,better,jjr_rrr
than,than,csn
13.7,13.7,mc
points,point,nn2
.,.,y
#,#,fo
NA,y,NA
He,he,pphs1
's,be,vhz
been,be,vbn
terrific,terrific,jj
",",",",y
NA,y,NA
senior,senior,jj
forward,forward,nn1@_jj@_rl
Kris,kris,np1
Joseph,joseph,np1
said,say,vvd
.,.,y
NA,y,NA
He,he,pphs1
did,do,vdd
a,a,at1
great,great,jj
job,job,nn1
of,of,io
keeping,keep,vvg
us,us,ppio2
levelheaded,level-headed,jj
and,and,cc
it,it,pph1
was,be,vbdz
probably,probably,rr
even,even,rr
harder,hard,jjr
for,for,if
him,him,ppho1
to,to,to
do,do,vdi
that,that,dd1
for,for,if
himself,himself,ppx1
with,with,iw
everything,everything,pn1
going,go,vvg
on,on,rp@_ii
and,and,cc
all,all,db
the,the,at
adversity,adversity,nn1
that,that,cst
he,he,pphs1
's,be,vbz_vhz@
faced,face,vvn
off,off,ii_rp
the,the,at
court,court,nn1
.,.,y
He,he,pphs1
did,do,vdd
a,a,at1
great,great,jj
job,job,nn1
of,of,io
not,not,xx
letting,let,vvg
it,it,pph1
get,get,vvi
to,to,ii
him,him,ppho1
as,as,cs31
far,far,cs32
as,as,cs33
making,make,vvg
sure,sure,jj
this,this,dd1
team,team,nn1
was,be,vbdz
supposed,supposed,jj
to,to,to
do,do,vdi
what,what,ddq
they,they,pphs2
were,be,vbdr
supposed,supposed,jj
to,to,to
do,do,vdi
.,.,y
#,#,fo
NA,y,NA
He,he,pphs1
let,let,vvd@
us,us,ppio2
know,know,vvi
that,that,cst
we,we,ppis2
're,be,vbr
not,not,xx
going,go,vvgk
to,to,to
let,let,vvi
this,this,dd1
affect,affect,nn1_vv0
our,our,appge
season,season,nnt1
",",",",y
NA,y,NA
Joseph,joseph,np1
said,say,vvd
.,.,y
NA,y,NA
He,he,pphs1
did,do,vdd
a,a,at1
great,great,jj
job,job,nn1
of,of,io
making,make,vvg
sure,sure,jj
that,that,cst
never,never,rr
happened,happen,vvd_vvn@
.,.,y
He,he,pphs1
kept,keep,vvd
us,us,ppio2
together,together,rl
as,as,ii_csa
a,a,at1
team,team,nn1
and,and,cc
we,we,ppis2
won,win,vvd
basketball,basketball,nn1
games,game,nn2
.,.,y
NA,y,NA
#,#,fo
Added,added,jj_vvn_vvd
fifth-year,fifth-year,jj_nnt1
senior,senior,jj
Scoop,scoop,nn1
Jardine,jardine,np1
:,:,y
NA,y,NA
This,this,dd1
year,year,nnt1
",",",",y
he,he,pphs1
's,be,vbz
just,just,rr
a,a,rr21
little,little,rr22
more,more,rrr
focused,focus,vvn_vvd
on,on,ii
our,our,appge
team,team,nn1
.,.,y
The,the,at
way,way,nn1
he,he,pphs1
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
better,better,rrr
.,.,y
He,he,pphs1
's,be,vhz
always,always,rr
been,be,vbn
a,a,at1
great,great,jj
leader,leader,nn1
for,for,if
us.,us,nnu
NA,y,NA
#,#,fo
Those,those,dd2
who,who,pnqs
know,know,vv0
Boeheim,boeheim,np1
best,best,jjt_vv0%
are,be,vbr
n't,n't,xx
surprised,surprised,jj
.,.,y
#,#,fo
NA,y,NA
He,he,pphs1
has,have,vhz
turned,turn,vvn
all,all,db
the,the,at
attention,attention,nn1
",",",",y
as,as,rr21
well,well,rr22_rr
I,i,ppis1
knew,know,vvd
he,he,pphs1
would,would,vm
",",",",y
knowing,know,vvg
Jim,jim,np1
",",",",y
into,into,ii
his,his,appge
basketball,basketball,nn1
team,team,nn1
",",",",y
NA,y,NA
Connecticut,connecticut,np1
coach,coach,vv0_nn1
Jim,jim,np1
Calhoun,calhoun,np1
said,say,vvd
.,.,y
NA,y,NA
Quite,quite,rg
frankly,frankly,rr
",",",",y
for,for,if
a,a,at1
lot,lot,nn1
of,of,io
coaches,coach,nn2
",",",",y
myself,myself,ppx1
included,include,vvd_vvn
",",",",y
the,the,at
rest,rest,nn1
that,that,cst
you,you,ppy
get,get,vv0
from,from,ii
the,the,at
storm,storm,nn1
outside,outside,rl
is,be,vbz
right,right,jj
in,in,ii
that,that,dd1
gym,gym,nn1
working,work,vvg
with,with,iw
the,the,at
kids,kid,nn2
.,.,y
NA,y,NA
#,#,fo
Fans,fan,nn2
can,can,vm
only,only,rr
marvel,marvel,vvi
at,at,ii
what,what,ddq
they,they,pphs2
see,see,vv0
on,on,ii_rp@
the,the,at
court,court,nn1
:,:,y
a,a,at1
rotation,rotation,nn1
of,of,io
10,10,mc
players,player,nn2
",",",",y
and,and,cc
unlike,unlike,ii@
the,the,at
bickering,bickering,nn1@_jj@_vvg
on,on,ii
Boeheim,boeheim,np1
's,'s,ge
only,only,jj
national,national,jj
championship,championship,nn1
team,team,nn1
in,in,ii
2003,2003,mc
not,not,xx
a,a,at1
single,single,jj
frown,frown,nn1
.,.,y
#,#,fo
NA,y,NA
He,he,pphs1
's,be,vhz
got,get,vvn
my,my,appge
vote,vote,nn1
for,for,if
national,national,jj
coach,coach,nn1
of,of,io
the,the,at
year,year,nnt1
right,right,rr_nn1
now,now,rt
",",",",y
NA,y,NA
Notre,notre,np1
Dame,dame,np1
coach,coach,vv0_nn1
Mike,mike,np1
Brey,brey,np1
said,say,vvd
.,.,y
NA,y,NA
Obviously,obviously,rr
",",",",y
there,there,ex
was,be,vbdz
off-the-court,off-the-court,jj
stuff,stuff,nn1
",",",",y
but,but,ccb
away,away,ii21
from,from,ii22
that,that,dd1
",",",",y
he,he,pphs1
has,have,vhz
managed,manage,vvn
a,a,at1
lot,lot,nn1
of,of,io
guys,guy,nn2
that,that,cst
want,want,vv0
to,to,to
play,play,vvi
more,more,dar_rrr
than,than,csn
they,they,pphs2
're,be,vbr
playing,play,vvg
.,.,y
He,he,pphs1
's,be,vbz_vhz@
done,do,vdn
a,a,at1
fabulous,fabulous,jj
job,job,nn1
getting,get,vvg
everybody,everybody,pn1
involved,involve,vvd_vvn
and,and,cc
having,have,vhg
them,them,ppho2
buy,buy,vv0
into,into,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
",",",",y
it,it,pph1
is,be,vbz
really,really,rr
a,a,at1
challenge,challenge,nn1
to,to,to
do,do,vdi
that,that,dd1
.,.,y
NA,y,NA
#,#,fo
At,at,ii
the,the,at
Kitty,kitty,np1
Hoynes,hoynes,np1
Irish,irish,jj
Pub,pub,nn1
in,in,ii
downtown,downtown,jj_rl
Syracuse,syracuse,np1
",",",",y
fan,fan,vv0_nn1
Sharon,sharon,np1
Bowes,bowes,np1
said,say,vvd
Boeheim,boeheim,np1
has,have,vhz
been,be,vbn
doing,do,vdg
NA,y,NA
the,the,at
best,best,jjt
job,job,nn1
he,he,pphs1
's,be,vbz_vhz@
ever,ever,rr
done,do,vdn
.,.,y
NA,y,NA
#,#,fo
NA,y,NA
It,it,pph1
's,be,vbz
the,the,at
most,most,rgt
unselfish,unselfish,jj
team,team,nn1
I,i,ppis1
've,have,vh0
seen,see,vvn
.,.,y
That,that,dd1
's,be,vbz
what,what,ddq
makes,make,vvz
champions,champion,nn2
",",",",y
NA,y,NA
Bowes,bowes,np1
said,say,vvd
.,.,y
#,#,fo
On,on,ii
Monday,monday,npd1
night,night,nnt1
",",",",y
Syracuse,syracuse,np1
beat,beat,vvd_nn1_vv0
nemesis,nemesis,nn1
Pittsburgh,pittsburgh,np1
71-63,71-63,mcmc
to,to,to
snap,snap,vvi
a,a,at1
five-game,five-game,nn1
losing,lose,vvg_nn1@_jj@
streak,streak,nn1_vv0
against,against,ii
the,the,at
Panthers,panther,nn2
and,and,cc
set,set,vv0_vvd
the,the,at
school,school,nn1
record,record,nn1
for,for,if
most,most,dat
wins,win,nn2
at,at,ii
the,the,at
start,start,nn1
of,of,io
a,a,at1
season,season,nnt1
.,.,y
#,#,fo
NA,y,NA
Nothing,nothing,pn1
he,he,pphs1
does,do,vdz
surprises,surprise,vvz@
me,me,ppio1
because,because,cs
he,he,pphs1
's,be,vbz_vhz@
done,do,vdn
it,it,pph1
for,for,if
so,so,rg
long,long,rr_jj
",",",",y
NA,y,NA
said,say,vvd
Bill,bill,np1
Raftery,raftery,np1_nn1
",",",",y
who,who,pnqs
called,call,vvd@
the,the,at
game,game,nn1
for,for,if
ESPN,espn,nn1_np1
.,.,y
NA,y,NA
I,i,ppis1
think,think,vv0
he,he,pphs1
just,just,rr
coaches,coach,nn2
.,.,y
He,he,pphs1
does,do,vdz
n't,n't,xx
worry,worry,vvi
.,.,y
He,he,pphs1
's,be,vhz
got,get,vvn
a,a,at1
singular,singular,jj_nn1
responsibility,responsibility,nn1
once,once,cs@_rr
he,he,pphs1
's,be,vbz
in,in,ii
the,the,at
gym,gym,nn1
",",",",y
and,and,cc
that,that,dd1
's,be,vbz
what,what,ddq
he,he,pphs1
does,do,vdz
.,.,y
And,and,cc
they,they,pphs2
respond,respond,vv0
to,to,ii
him,him,ppho1
.,.,y
NA,y,NA
#,#,fo
The,the,at
triumph,triumph,nn1
was,be,vbdz
Boeheim,boeheim,np1
's,'s,ge
876th,NA,md
",",",",y
tying,tie,vvg
him,him,ppho1
for,for,if
fourth,fourth,md
all-time,all-time,jj
in,in,ii
men,man,nn2
's,'s,ge
Division,division,nn1
I,i,zz1%_mc1%
with,with,iw
Kentucky,kentucky,np1
's,'s,ge
Adolph,adolph,np1_nn1
Rupp,rupp,np1_nn1
and,and,cc
only,only,rr
three,three,mc
behind,behind,ii
Dean,dean,np1
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
to,to,to
rise,rise,vvi
well,well,rr
beyond,beyond,ii
900,900,mc
before,before,ii_cs
Boeheim,boeheim,np1
retires,retire,vvz
",",",",y
a,a,at1
milestone,milestone,nn1
reached,reach,vvd_vvn
only,only,rr_jj
by,by,ii
Duke,duke,nn1
's,'s,ge_vbz
Mike,mike,np1
Krzyzewski,krzyzewski,np1_nn1
and,and,cc
his,his,appge
mentor,mentor,nn1
",",",",y
Bob,bob,np1
Knight,knight,np1
.,.,y
#,#,fo
NA,y,NA
He,he,pphs1
's,be,vbz_vhz@
earned,earn,vvn
our,our,appge
respect,respect,nn1
",",",",y
NA,y,NA
Pitt,pitt,np1
coach,coach,vv0_nn1
Jamie,jamie,np1
Dixon,dixon,np1
said,say,vvd
of,of,io
Boeheim,boeheim,np1
.,.,y
NA,y,NA
He,he,pphs1
's,be,vbz_vhz@
earned,earn,vvn
everybody,everybody,pn1
in,in,ii
the,the,at
business,business,nn1
respect,respect,nn1
.,.,y
It,it,pph1
's,be,vbz
amazing,amazing,jj
what,what,ddq
he,he,pphs1
's,be,vbz_vhz@
done,do,vdn
.,.,y
NA,y,NA
#,#,fo
Last,last,md
year,year,nnt1
's,'s,ge
team,team,nn1
started,start,vvd
18-0,18-0,mcmc
",",",",y
then,then,rt
lost,lose,vvd_vvn
four,four,mc
straight,straight,jj_rr
before,before,ii
rebounding,rebound,vvg
.,.,y
Nobody,nobody,pn1
expects,expect,vvz
that,that,cst
this,this,dd1
year,year,nnt1
",",",",y
and,and,cc
Boeheim,boeheim,np1
is,be,vbz
hopeful,hopeful,jj
it,it,pph1
won't.,won't,nnu
#,#,fo
NA,y,NA
It,it,pph1
's,be,vbz
always,always,rr
easier,easy,jjr
to,to,to
win,win,vvi
than,than,csn
lose,lose,vv0
.,.,y
When,when,cs_rrq
you,you,ppy
're,be,vbr
losing,lose,vvg
",",",",y
it,it,pph1
seems,seem,vvz
like,like,ii
a,a,at1
long,long,jj
season,season,nnt1
",",",",y
NA,y,NA
he,he,pphs1
said,say,vvd
.,.,y
#,#,fo
NA,y,NA
I,i,zz1%
've,have,vh0
been,be,vbn
there,there,rl
.,.,y
When,when,cs_rrq
you,you,ppy
're,be,vbr
struggling,struggle,vvg_jj
",",",",y
it,it,pph1
seems,seem,vvz
like,like,ii
it,it,pph1
will,will,vm
never,never,rr
get,get,vvi
over,over,rp
",",",",y
NA,y,NA
he,he,pphs1
said,say,vvd
.,.,y
NA,y,NA
These,these,dd2
guys,guy,nn2
have,have,vh0
played,play,vvn
well,well,rr
and,and,cc
it,it,pph1
's,be,vbz
a,a,at1
good,good,jj
team,team,nn1
to,to,to
coach,coach,vvi
.,.,y
We,we,ppis2
know,know,vv0
we,we,ppis2
have,have,vh0
a,a,at1
long,long,jj
way,way,nn1
to,to,to
go,go,vvi
yet,yet,rr
.,.,y
That,that,dd1
's,be,vbz
something,something,pn1
we,we,ppis2
are,be,vbr
very,very,rg
aware,aware,jj
of,of,io
.,.,y
NA,y,NA
#,#,fo
AP,ap,np1_nn1@
Basketball,basketball,nn1
Writer,writer,nn1
Jim,jim,np1
O'Connell,o'connell,np1
in,in,ii
New,new,np1
York,york,np1
City,city,nn1
contributed,contribute,vvn_vvd
to,to,ii
this,this,dd1
report.,report,nnu
#,#,fo
@,NA,ii
##4113735,NA,NA
Stone,stone,nn1
fortresses,fortress,nn2
and,and,cc
watchtowers,watchtower,nn2
that,that,cst
centuries,century,nnt2
ago,ago,ra
stood,stand,vvd
guard,guard,nn1
against,against,ii
marauding,marauding,jj
pirates,pirate,nn2
loom,loom,vv0
above,above,ii_rl
pristine,pristine,jj
waters,water,nn2
threatened,threaten,vvn
by,by,ii
a,a,at1
modern,modern,jj
peril,peril,nn1
:,:,y
fuel,fuel,nn1
trapped,trap,vvn_vvd
within,within,ii
the,the,at
capsized,capsized,jj@
Costa,costa,np1
Concordia,concordia,np1
luxury,luxury,jj_nn1
liner,liner,nn1
.,.,y
#,#,fo
A,a,at1@_zz1
half-million,NA,nno
gallons,gallon,nnu2
(,(,y
"2,400","2,400",mc
tons,ton,nnu2
),),y
of,of,io
heavy,heavy,jj
fuel,fuel,nn1
oil,oil,nn1
is,be,vbz
in,in,ii
danger,danger,nn1
of,of,io
leaking,leak,vvg
out,out,rp
and,and,cc
polluting,pollute,vvg
some,some,dd
of,of,io
the,the,at
Mediterranean,mediterranean,np1
's,'s,ge
most,most,rgt
unspoiled,unspoiled,jj
sea,sea,nn1
",",",",y
where,where,cs_rrq
dolphins,dolphin,nn2
chase,chase,vv0
playfully,playfully,rr
after,after,ii_cs
sailboats,sailboat,nn2
and,and,cc
fishermen,fisherman,nn2
's,'s,ge
catches,catch,nn2@
are,be,vbr
so,so,rr_rg
prized,prize,vvn_jj
that,that,cst
wholesalers,wholesaler,nn2
come,come,vv0_vvn@
from,from,ii
across,across,ii
Italy,italy,np1
to,to,to
scoop,scoop,vvi
up,up,rp_ii@
cod,cod,nn
",",",",y
lobster,lobster,nn1
",",",",y
scampi,scampi,nn1
",",",",y
swordfish,swordfish,nn
and,and,cc
other,other,jj
delicacies.,delicacies,nnu
#,#,fo
NA,y,NA
Even,even,rr
the,the,at
Caribbean,caribbean,np1
has,have,vhz
nothing,nothing,pn1
on,on,ii
us,us,ppio2
",",",",y
NA,y,NA
said,say,vvd
Francesco,francesco,np1
Arpino,arpino,np1
",",",",y
a,a,at1
scuba,scuba,nn1
instructor,instructor,nn1
in,in,ii
the,the,at
chic,chic,jj
port,port,nn1
of,of,io
Porto,porto,np1
Ercole,ercole,np1
",",",",y
noting,note,vvg
how,how,rrq
the,the,at
sleek,sleek,jj
granite,granite,nn1
sea,sea,nn1
bottom,bottom,nn1_jj
helps,help,nn2@_vvz
keep,keep,vvi
visibility,visibility,nn1
crystal,crystal,nn1
clear,clear,jj
even,even,rr
135,135,mc
feet,foot,nn2
(,(,y
40,40,mc
meters,meter,nn2
),),y
down,down,rp
.,.,y
#,#,fo
Divers,diver,nn2_jj
in,in,ii
these,these,dd2
transparent,transparent,jj
waters,water,nn2
marvel,marvel,vv0
at,at,ii
an,a,at1
underwater,underwater,jj
world,world,nn1
of,of,io
sea,sea,nn1
horses,horse,nn2
and,and,cc
red,red,jj
coral,coral,nn1
",",",",y
while,while,cs
on,on,ii
the,the,at
surface,surface,nn1
sperm,sperm,nn
whales,whale,nn2
cut,cut,vvn_vv0
through,through,ii
the,the,at
sea,sea,nn1
.,.,y
#,#,fo
But,but,ccb
worry,worry,vv0_nn1@
is,be,vbz
clouding,cloud,vvg
this,this,dd1
paradise,paradise,nn1
",",",",y
which,which,ddq
includes,include,vvz
a,a,at1
stretch,stretch,nn1@
of,of,io
Tuscan,tuscan,jj_nn1
coastline,coastline,nn1
that,that,cst_dd1
has,have,vhz
been,be,vbn
the,the,at
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
European,european,jj
royals,royal,nn2
.,.,y
#,#,fo
Rough,rough,jj
seas,sea,nn2
hindering,hinder,vvg
divers,divers,jj_nn2
search,search,nn1_vv0@
for,for,if
bodies,body,nn2
in,in,ii
the,the,at
Concordia,concordia,np1_nn1@
's,'s,ge
submerged,submerged,jj
section,section,nn1
have,have,vh0
also,also,rr
delayed,delay,vvn
the,the,at
start,start,nn1
of,of,io
a,a,at1
pumping,pumping,nn1
operation,operation,nn1
expected,expect,vvd_vvn
to,to,to
last,last,vvi
weeks,week,nnt2
to,to,to
remove,remove,vvi
the,the,at
fuel,fuel,nn1
from,from,ii
the,the,at
ship,ship,nn1
.,.,y
Floating,floating,jj_vvg
barriers,barrier,nn2
aimed,aim,vvn_vvd
at,at,ii
containing,contain,vvg
any,any,dd
spillage,spillage,nn1_vv0
now,now,rt
surround,surround,vv0
the,the,at
vessel,vessel,nn1
.,.,y
#,#,fo
According,according,ii21
to,to,ii22
the,the,at
Dutch,dutch,jj
salvage,salvage,nn1
firm,firm,nn1_jj
Smit,smit,np1
",",",",y
which,which,ddq
has,have,vhz
been,be,vbn
contracted,contract,vvn
to,to,to
remove,remove,vvi
the,the,at
fuel,fuel,nn1
",",",",y
there,there,ex
are,be,vbr
about,about,ii
a,a,at1
half,half,db
million,million,nno
gallons,gallon,nnu2
(,(,y
"2,400","2,400",mc
tons,ton,nnu2
),),y
of,of,io
heavy,heavy,jj
fuel,fuel,nn1
oil,oil,nn1
on,on,rl21
board,board,rl22
",",",",y
as,as,ii31
well,well,ii32
as,as,ii33
some,some,dd
200,200,mc
tons,ton,nnu2
of,of,io
diesel,diesel,nn1
oil,oil,nn1
and,and,cc
smaller,small,jjr
amounts,amount,nn2
of,of,io
lubricants,lubricant,nn2
and,and,cc
other,other,jj_nn1@
environmentally,environmentally,rr
hazardous,hazardous,jj
materials,material,nn2
.,.,y
#,#,fo
The,the,at
ship,ship,nn1
lies,lie,vvz_nn2
dangerously,dangerously,rr
close,close,rr_jj
to,to,ii
a,a,at1
drop-off,drop-off,nn1
point,point,nn1
on,on,ii
the,the,at
sea,sea,nn1
bottom,bottom,nn1
.,.,y
Should,should,vm
strong,strong,jj_rr%
waves,wave,nn2
nudge,nudge,vv0
the,the,at
vessel,vessel,nn1
from,from,ii
its,its,appge
precarious,precarious,jj
perch,perch,nn@
",",",",y
it,it,pph1
could,could,vm
plunge,plunge,vvi
some,some,dd
90,90,mc
feet,foot,nn2
(,(,y
